,SizeRank_x,unemployment_rate_x,MORTGAGE30US_x,Avg Income_x,Prediction,Actual,ZIP
30069,4172,6.6,4.17,43964.21370967742,152675.99808034697,151437.5,42718
33152,3922,4.7,4.17,42556.1797752809,134559.43195389048,134166.25,78244
55751,8678,3.3,3.65,99732.14285714287,393066.42178282526,407731.6667,78736
3848,4880,9.9,4.45,47524.61242503113,150365.78322523498,129029.1667,40353
20382,7025,8.5,3.98,46358.26771653543,143926.94116789114,122391.6667,39272
32666,7522,5.1,4.17,84954.95495495496,203618.9088356604,146666.25,74604
11881,2035,8.1,3.66,43917.11229946524,122625.49640717497,119400.0,40229
20850,3552,7.5,3.98,51738.87122416534,105488.75101695162,97422.875,45042
50732,7313,4.6,3.65,85139.69171483623,279624.01672828745,259681.7917,33966
11836,7611,9.5,3.66,38712.52204585538,93204.54950890731,87683.33333,39563
34363,572,8.2,4.17,70800.15923566879,319568.6018712698,353120.0,92563
47954,1321,5.3,3.65,26868.26750448833,93085.99008480011,73841.66667,18102
40755,5120,4.4,3.85,75439.25702811245,239557.69669291965,201845.8333,45371
52755,3130,3.5,3.65,35169.762972453565,103076.77467957493,93787.5,49507
55522,5375,7.9,3.65,72779.32960893854,203328.29437390677,163735.7143,77632
9480,5359,6.7,3.66,75795.13564078577,262709.21482142137,273625.0,20659
41580,925,4.1,3.85,82856.98398576512,220461.10822396376,207287.5,54115
30861,5415,5.0,4.17,87524.70355731227,242574.42490069362,214547.9583,49316
49828,373,5.5,3.65,56924.4253992988,223759.05294840003,183488.75,30253
54270,8953,5.4,3.65,44237.01298701299,146184.35516827911,143377.9167,65459
50091,8253,5.8,3.65,43069.00726392252,170378.39816330365,171562.375,31316
55727,7567,3.5,3.65,127877.17601547387,495157.1703410034,505766.6667,78669
8786,6370,7.0,3.66,91134.8368522073,371999.92634928646,409415.8333,11581
8387,6475,7.1,3.66,120505.13698630135,411275.5479794667,428401.5,7405
279,3558,6.3,4.45,54957.437105723184,178529.8578656832,197912.5,4106
46204,6039,4.1,3.65,143471.16430903153,617905.9409161201,668820.8333,2066
14655,503,5.8,3.66,58711.81672025724,161049.60786453754,148916.5417,78664
48211,4098,3.3,3.65,158221.8309859155,547438.3668634715,551665.875,20152
39449,6591,7.2,3.85,42194.83568075117,136924.05022071494,137600.0,33935
18787,9206,6.6,3.98,65518.8679245283,233154.1813552729,251528.6667,28782
23956,8917,9.2,3.98,43772.40143369175,133692.56116313682,132450.0,85603
39844,9449,5.9,3.85,48717.94871794872,178224.9496867995,194582.0833,36856
1638,5482,6.3,4.45,95043.41274397244,374650.2519631389,382458.3333,21076
33225,3546,4.1,4.17,62316.17647058825,177811.45085545842,179769.5,78634
53702,903,6.0,3.65,40469.26910299003,112290.82607964285,75050.0,60411
36758,830,5.0,3.85,78018.70748299321,209079.26384312453,188250.0,15642
52063,5896,5.5,3.65,48214.28571428573,114784.49826086825,91887.5,44647
17442,2543,6.5,3.98,64506.457564575656,163361.97619194645,136574.0417,15236
38605,4436,6.3,3.85,33358.49870578085,109160.16253835216,116058.3333,30168
2555,3102,13.3,4.45,81601.49384885763,280123.8524964746,219659.7083,29707
7058,789,12.2,4.45,27553.46825691793,237741.3407735387,224320.8333,90255
43752,5522,4.6,3.85,81522.74837511606,234973.41905466237,214966.6667,77505
33226,3546,4.4,4.17,62316.17647058825,182049.50562050872,179769.5,78634
56524,5364,5.2,3.65,95212.12121212123,564713.6852866528,649362.5,87501
16169,3302,5.5,3.98,70046.875,251554.8616922984,264945.8333,1826
34476,389,10.4,4.17,55220.440881763534,186819.82868282736,181389.5833,93309
11569,2550,11.5,3.66,40194.3108974359,138475.52752270052,131104.1667,37110
55507,25,5.3,3.65,107599.46949602124,310114.64339579846,294063.4583,77573
18951,3499,6.4,3.98,97665.45784224842,378215.0135550544,395383.3333,29926
30253,4915,5.9,4.17,146491.57979149962,335179.0256902778,319345.0,44236
5180,9857,10.6,4.45,55910.22889842632,160489.35715696937,141316.6667,60408
34857,7122,5.9,4.17,47298.72881355932,215896.53851325,252395.8333,97218
20479,891,5.8,3.98,63749.362570117286,172686.2596128452,164729.0,40324
11122,333,8.0,3.66,35288.82776132035,105000.93956406486,72608.33333,33319
34599,2097,6.2,4.17,206804.64562239425,940026.970428598,888571.8333,94582
50660,6006,4.3,3.65,152983.2935560859,617838.4340268202,642202.0833,33767
13630,48,5.6,3.66,64185.65683646112,193686.20953680092,178140.4167,63376
55110,6496,3.8,3.65,49899.35587761675,149610.47793292557,143320.75,75474
57852,4587,6.0,3.65,79370.00887311446,325597.5113522682,343716.0833,98371
31833,5019,6.9,4.17,55163.30451488953,119014.66438309012,106866.6667,61081
32870,4133,5.0,4.17,140837.62886597938,471792.2999919329,374650.0,76109
49456,6030,3.9,3.65,61799.410029498526,360530.81754914747,427695.8333,28801
10799,4553,11.5,3.66,53265.36643026005,236892.52961660584,274504.1667,31024
46333,1892,4.7,3.65,61052.123552123565,226275.3897579746,223742.7083,2920
43885,3405,5.9,3.85,49109.498680738776,135542.5773061869,122467.0833,78363
46208,8301,3.4,3.65,130074.69244288225,518484.0542534421,505125.0,2093
13657,6057,7.8,3.66,106172.64851485149,292945.61476023676,214662.5,64064
21921,3206,7.9,3.98,64782.25806451612,165480.04865394946,157425.0,60050
24151,1996,9.5,3.98,73415.6050955414,265815.2482521157,265032.5,89523
31000,6832,4.4,4.17,57601.088646967335,130758.86010188804,93550.0,52577
29998,6015,11.2,4.17,48686.079545454544,154207.4733862917,144266.6667,40744
45104,8449,6.7,3.85,174494.2196531792,737348.1193500025,795166.6667,92210
30723,4407,6.5,4.17,67145.59386973179,170598.06609140828,151125.0,48329
42048,3940,5.4,3.85,122826.50695517776,356949.65097443544,333351.0,60061
55789,682,3.3,3.65,65175.0,194279.06013599283,180350.0,79109
57959,3782,6.3,3.65,69793.9262472885,246786.4207340625,248059.5,99337
16516,2515,8.5,3.98,85625.81486310299,284260.68709033664,313145.8333,6405
45394,6431,5.0,3.85,77040.54054054055,382720.2882466672,444158.2083,94519
50265,5593,4.8,3.65,62541.736227045076,240013.46707399157,254191.6667,32407
49171,10150,6.8,3.65,76287.87878787878,426797.2668334024,480866.6667,27959
21745,1619,4.4,3.98,79166.66666666669,238955.84077360653,218613.75,55379
7290,2345,13.2,4.45,67726.76820620339,248361.83625620056,258704.125,92591
4601,4055,8.2,4.45,33264.15527635991,80603.46254208664,66692.25,49509
9733,7490,10.2,3.66,47471.098265895955,168455.29619239934,186963.3333,22835
10557,1766,7.8,3.66,77027.77777777777,190422.41734226077,174691.6667,30019
41344,4030,6.3,3.85,48754.612546125456,133204.65822614578,97300.0,49707
3363,6664,9.3,4.45,51054.61466749534,149018.5508337496,144741.6667,35094
23105,3619,6.0,3.98,65374.89469250211,161159.75392065663,134045.4545,76020
55876,5071,3.5,3.65,162845.16765285993,555635.7872323979,566338.3333,80023
15936,2272,6.3,3.66,76867.31107205624,280968.3270020579,287062.0417,98155
10219,444,8.7,3.66,40153.799758745474,102016.66536894508,95013.45833,28215
46861,8936,4.7,3.65,94404.2316258352,327503.0534097446,315175.0,7825
50559,1790,4.7,3.65,73683.85160938352,264929.557938849,276532.8333,33428
27733,1861,6.1,4.17,52752.07402680281,157687.4921999166,151861.625,27330
17403,3353,7.2,3.98,56314.91097922849,126745.39446411665,120113.6364,15010
55025,4461,3.5,3.65,181742.125984252,520655.1308537967,498293.8333,75078
54182,7759,5.1,3.65,177529.51096121414,521362.5793675972,403002.0833,64113
828,887,9.2,4.45,73961.11704970604,357503.0216881545,421216.6667,10306
27342,7672,5.0,4.17,55194.805194805194,193847.71478437688,207775.0,22657
52011,9067,6.8,3.65,53815.1364764268,149806.8952731035,140837.5,44231
4665,6353,5.7,4.45,112876.88442211055,290201.6672762583,245158.3333,50325
37272,1732,3.8,3.85,89876.76056338029,316736.47906829376,301779.1667,21045
32179,8912,5.0,4.17,84158.09768637532,246495.00188120667,212025.0,66007
1543,5037,5.7,4.45,117095.65217391304,346072.58970456093,338870.0,20136
55547,6039,4.7,3.65,57783.01886792452,197573.35503781296,185508.2917,77979
4112,4915,8.9,4.45,131977.6303864217,322777.1913065975,294274.9583,44236
13876,1851,6.7,3.66,51237.8362907842,157216.89764446166,147591.6667,70056
48890,7180,5.5,3.65,68430.33509700176,191940.71855046696,164766.6667,25309
14435,997,6.6,3.66,29403.351042092363,85264.57286915997,72187.5,77072
9982,4429,8.7,3.66,50011.81474480152,100913.35285241468,84362.5,26062
14242,2371,5.9,3.66,93860.26817219476,229058.67898966034,215776.4583,75087
3176,2518,9.7,4.45,37488.883242281794,98219.06336917575,82780.83333,33713
21782,6321,6.1,3.98,52915.592783505155,148162.94146957702,134071.0417,55720
41757,1023,3.5,3.85,78715.46345811052,249533.99602391713,237986.6667,55112
43832,2494,3.8,3.85,75486.32218844985,259956.8295241821,259968.5,78108
43897,339,7.9,3.85,42263.89469285416,167553.8007494296,157394.8333,78501
29029,6091,5.9,4.17,118288.83495145633,453860.4965129635,527241.6667,33331
31626,5007,6.5,4.17,74307.47922437673,219819.55138055453,174413.25,60178
9254,9464,8.8,3.66,54938.27160493827,154827.39034639622,150519.4583,18424
42913,6294,6.5,3.85,44741.813602015114,140026.89421693477,128525.4167,70128
6570,115,6.4,4.45,105067.24395570713,314847.63408519793,306322.0833,80134
39558,9580,7.7,3.85,69594.5945945946,257070.8177057217,241665.0,34484
35645,10011,6.3,3.85,69750.0,239158.58033208636,217770.8333,6331
12105,5287,7.1,3.66,60603.99636693914,167215.6996427665,154742.9167,44001
28479,1942,7.3,4.17,46329.91318074191,135050.75619677186,133295.5,30458
16866,4640,14.3,3.98,58849.557522123876,334974.8498509941,405341.6667,8204
27607,5539,6.4,4.17,101840.65934065936,277693.81052070245,200370.8333,24503
50888,10209,5.0,3.65,64191.17647058825,257670.5053858382,257519.75,34773
4265,4773,7.0,4.45,52466.73538230885,140538.6344924919,129912.5,46052
4390,5101,9.5,4.45,48445.80366990875,129909.48355791172,125291.6667,47240
35317,3115,4.4,3.85,48936.480186480185,296346.2141891594,390704.1667,2125
2751,6046,8.9,4.45,78049.16760722347,250443.03515128532,244220.0,30548
48181,6925,4.5,3.65,75040.19292604501,295835.4807912428,305827.875,19968
12443,6589,9.5,3.66,39499.2795389049,87256.61285250718,74247.91667,46615
23300,3425,8.9,3.98,61962.36559139785,230037.95462845766,244014.25,77535
35556,8986,4.2,3.85,63643.06784660768,179425.59745695212,176741.6667,4963
29316,2959,6.7,4.17,30982.03026481715,138858.65004194406,143689.7917,34758
46800,6221,4.2,3.65,81389.4523326572,339351.1835919815,366625.0,7506
5472,1969,6.9,4.45,84348.62869198312,220785.73574375478,189861.25,63304
25418,9202,4.5,4.17,151021.03960396038,486836.514504997,495114.5833,3049
45477,3002,4.1,3.85,213614.2857142857,1252283.1630894,1282829.125,95120
32865,4452,4.4,4.17,235749.8011137629,798906.9234835962,728039.9583,76092
51608,1623,4.4,3.65,38906.25,143377.56415822936,119898.5,40219
32817,6550,4.7,4.17,49702.380952380954,143322.1159367551,124462.5,75801
49421,7467,4.9,3.65,46603.260869565216,226916.00446287694,270800.0,28753
3728,5835,12.1,4.45,41516.371622520965,124417.15370274078,124012.5,38901
5902,4948,5.3,4.45,42503.63901018923,120966.308323731,102224.9583,73008
39972,2021,8.0,3.85,42509.578544061296,133775.74884016646,125458.3333,37643
21719,1569,5.0,3.98,88427.1523178808,265718.83254405024,251019.9583,55304
48849,9896,5.9,3.65,47359.15492957747,163735.68902093798,160545.8333,24368
2842,1880,10.0,4.45,52780.06338757847,185801.34607197874,210283.3333,31405
