,SizeRank_x,unemployment_rate_x,MORTGAGE30US_x,Avg Income_x,Prediction,Actual,ZIP
12957,10002,6.9,3.66,49285.714285714275,160923.3662444007,153791.6667,54830
39991,9660,5.2,3.85,60440.61302681992,305436.00026070955,332778.4286,37737
41626,10282,5.8,3.85,47834.64566929133,278035.4965178081,299595.8333,54538
48519,9725,5.7,3.65,67976.19047619047,298302.61380240985,322583.3333,22473
7493,6452,10.8,4.45,84455.19453642383,428738.54477851785,464716.6667,96161
37172,927,3.6,3.85,154483.98961488533,528360.8026961368,537130.6667,20171
1832,9904,5.8,4.45,125937.10292249045,643317.4917293966,663783.3333,22947
4862,8593,8.3,4.45,45525.61943709407,124254.53904562003,103545.8333,54929
15838,7886,6.0,3.66,52063.39712918661,166585.7918807876,187558.3333,97361
46726,6632,4.4,3.65,97268.1236673774,337384.6066418037,366412.3333,7067
37742,8311,4.8,3.85,80470.66014669927,264465.06860788865,255225.0,24211
49282,9780,6.4,3.65,56666.66666666666,173142.14052478646,174422.9167,28391
55504,2735,5.2,3.65,97127.27272727274,246969.26723903333,219500.0,77566
45575,3638,5.1,3.85,88056.93069306931,354051.06084474496,414720.8333,95677
27778,1792,6.4,4.17,47658.75561257216,144863.64856810478,138964.5417,27530
38283,10257,6.2,3.85,40186.91588785047,146978.74882538978,152400.0,28763
50284,4356,4.9,3.65,64572.010869565216,179597.0685733129,158779.1667,32504
44460,9499,5.1,3.85,152265.625,430400.9821565973,361855.8333,85045
13395,2710,9.8,3.66,74144.14414414414,231509.67595806537,189739.5833,60517
55527,5171,7.0,3.65,79817.13973799128,246278.38758943303,236626.9583,77657
37187,7352,5.0,3.85,89020.27027027027,334958.29980335064,356115.4167,20613
23412,72,10.0,3.98,29784.470654310586,137673.63321961972,118149.1667,78521
25571,5789,7.2,4.17,93564.72332015813,304966.88372899755,298370.8333,6037
41015,3544,4.0,3.85,51770.98950524737,120600.75557623239,111354.1667,47933
21020,3192,8.5,3.98,47991.405082212266,120862.51311344243,104754.1667,46268
46126,8999,4.1,3.65,120093.20175438595,399234.8011937931,394900.0,1590
37560,3519,3.9,3.85,108742.06069160198,366366.48604595184,323047.5,23116
11378,7805,6.9,3.66,55578.093306288036,162455.0867370195,143008.3333,35004
26353,3293,7.7,4.17,50971.05864432597,140324.75898865872,139500.0,12010
14016,3341,6.9,3.66,79802.32558139534,233152.98335580484,231101.8333,72113
49235,444,4.7,3.65,42893.25842696629,169960.23150156738,151004.1667,28215
44621,9018,9.7,3.85,53203.97111913357,164378.19434899575,151920.8333,85937
47432,7545,5.7,3.65,51935.05338078292,151457.86470145851,119945.8333,12095
44237,7680,2.9,3.85,56543.62416107383,291765.1095899156,348471.4286,81230
7858,10341,8.6,3.66,60526.315789473694,237652.5520508,243050.0,1223
34267,2589,6.4,4.17,82410.08349389852,616838.584473491,772199.5,92107
40392,326,7.0,3.85,38690.73992024812,127495.29964593031,126779.1667,42101
3267,8238,10.2,4.45,120259.8120508568,439329.6467530976,436308.3333,34229
43842,30,3.4,3.85,63059.200715776926,237062.40156872748,238866.5833,78130
0,5982,9.3,4.45,48135.47099208005,180203.69034169227,193629.1667,1001
44465,8097,5.1,3.85,110564.51612903227,420275.5465067484,414132.5,85054
54952,6368,7.2,3.65,43197.278911564616,95689.80384623024,70254.16667,74447
44496,2235,5.1,3.85,81200.64608758077,305787.7539222882,329652.5417,85213
2438,2206,7.9,4.45,42377.27938782156,174415.48952683323,179150.0,28792
8364,6398,9.5,3.66,107058.12574139977,359481.98493666854,384004.0833,7081
50779,8004,4.6,3.65,116951.21951219512,562509.8588424561,672879.1667,34217
47722,5005,5.2,3.65,50657.26577437858,123978.25482237566,86804.125,15122
6743,2638,6.3,4.45,64156.694695989645,200355.827622502,200977.75,84062
26057,6150,5.9,4.17,201704.54545454547,725181.9454142,639494.5,8550
40641,5220,5.0,3.85,36470.91108671788,91080.55966679429,51520.0,44320
25365,4115,7.4,4.17,89819.86899563321,297624.4882947978,301466.6667,2760
16958,1102,7.5,3.98,80317.1268507403,289349.1926221484,307512.5,8854
44327,3444,5.3,3.85,126904.46127946128,422342.5404433582,405063.9167,83616
21278,5974,8.0,3.98,45689.65517241379,133371.52389090275,102458.3333,48838
53378,5848,3.7,3.65,95868.75664187036,328557.4730128689,312766.6667,55906
28552,1117,6.9,4.17,50517.54385964912,140836.35384085754,141400.0,30605
43890,4617,4.9,3.85,70172.1883173496,204854.77703259842,181445.8333,78410
55164,6550,4.3,3.65,47169.117647058825,134983.8011324697,127879.1667,75801
49858,2824,5.4,3.65,75126.14678899082,290486.312020607,280486.9167,30312
5386,2835,7.8,4.45,56544.286292498655,169287.99162980844,124445.8333,61821
27861,7153,7.8,4.17,54511.27819548873,179688.24030622665,193933.25,27932
35804,2357,6.1,3.85,47881.0623556582,170202.7045991763,198029.1667,7060
31450,3572,5.6,4.17,74520.31602708803,279856.3874749811,261191.5,58504
30290,2936,6.7,4.17,45942.13126323218,114773.0676506533,89083.33333,44515
57207,3155,10.4,3.65,74447.91666666669,310080.71815559815,279395.8333,93561
4260,729,6.7,4.45,125533.04254593304,339091.53727227764,283372.9583,46032
17224,3219,6.7,3.98,64232.8398384926,178041.14861015734,167679.5,12303
29449,7836,5.8,4.17,50068.87052341598,159264.422861449,156862.5,35960
4673,4744,4.0,4.45,72553.34204223819,227205.5068545603,219465.875,52241
8196,3675,8.5,3.66,81559.84419263455,256934.64215333012,228404.1667,6109
444,9025,8.1,4.45,55265.78487646618,195679.3398201261,195412.4583,6779
44340,3736,6.4,3.85,100837.74250440917,373056.02717911993,378034.9167,83702
40443,1589,3.8,3.85,135610.31664964248,421158.5607826023,408529.1667,43017
23612,2591,5.8,3.98,48544.65709728869,199373.95328511877,245425.0,80521
48083,9990,4.1,3.65,247653.4296028881,1089266.461763998,1029037.417,19085
25435,2319,4.6,4.17,67529.85074626865,207792.04850963302,204415.4167,3104
7973,5876,8.5,3.66,40899.86468200271,208156.97552109355,244091.6667,2601
267,6955,7.3,4.45,72230.9558030902,284662.86866209295,320062.5,4043
10681,4382,9.1,3.66,209426.79558011045,999576.8486172026,910954.1667,30327
7412,3712,10.3,4.45,89306.43054701906,444521.9886616484,481350.0,94530
20917,4751,8.3,3.98,71883.65650969527,190065.66508721613,155583.2917,45440
32154,9438,4.9,4.17,39173.640167364014,118268.21214782387,118879.1667,65653
46014,4085,6.5,3.85,96986.69201520912,349322.5721950935,358160.3333,98685
28768,4174,6.7,4.17,87302.83911671925,290230.8031095855,265982.5,32223
4574,5197,8.0,4.45,70226.79324894515,195052.61564864128,176237.5,49315
32149,7646,9.7,4.17,39909.957627118645,93670.15453195505,83591.66667,65605
52025,2797,4.4,3.65,79225.92113768584,251393.3495640817,200085.8333,44281
24155,8106,10.4,3.98,89356.69456066945,343246.0561973802,339745.8333,89703
3397,5531,9.3,4.45,43949.8211769806,118513.66639640457,93350.0,35235
1529,4754,7.3,4.45,55288.11830698623,205087.74884591013,217981.8333,19977
24159,7481,6.2,3.98,88678.86178861787,250954.37393806048,229912.5,89815
4645,5372,6.7,4.45,50090.02925950933,122102.21085451041,98716.66667,50208
46393,10542,3.8,3.65,47355.76923076923,155447.16104759983,136958.3333,3592
52784,4357,6.5,3.65,74663.04347826086,284837.52294730203,314762.4583,49684
33290,682,3.4,4.17,65059.293320425946,163145.57231809443,149121.1667,79109
31301,8359,4.2,4.17,74660.85271317829,231177.27445148194,209383.5,55301
57330,1932,4.5,3.65,57503.80904012189,326649.7597377044,384405.25,94804
40661,680,5.3,3.85,59301.45485665383,183025.24481525997,139237.4583,44646
16260,7344,8.4,3.98,50942.35033259424,201906.64769997133,254679.1667,2673
48108,9362,3.9,3.65,63483.14606741572,204395.24707343575,192887.5,19365
23893,328,6.6,3.98,71961.80555555556,267395.09405261354,258579.1667,85251
18183,10057,9.1,3.98,61748.12030075188,269918.8305973984,274320.8333,23310
2760,4536,9.3,4.45,27968.93432953205,131880.04045413388,144554.1667,30601
28485,1421,5.2,4.17,80908.84279475982,279227.26456609386,286454.1667,30506
44218,3373,5.6,3.85,67978.05059523809,197404.3824207403,161750.0,81007
34472,3824,10.4,4.17,33246.805111821086,116577.90742131801,123542.8571,93305
34065,212,8.3,4.17,34200.603318250374,274064.89992287994,325095.75,90280
10421,6511,8.2,3.66,49375.89158345222,141883.2634792145,141938.2083,29078
16881,9384,11.7,3.98,58845.02923976608,219033.69121729195,220691.6667,8270
21279,5974,6.2,3.98,45689.65517241379,123351.81769028718,102458.3333,48838
22647,3498,7.3,3.98,30430.327868852466,114435.4771182603,112050.0,70126
23786,4994,4.4,3.98,107677.61650114592,445069.4218463892,495657.5,84092
32166,5816,4.9,4.17,52431.42144638403,139369.99626379527,131141.6667,65738
44658,9645,6.6,3.85,124600.0,452125.84007766057,434345.8333,87043
43997,494,3.3,3.85,68065.76797385621,283846.97678914666,271082.9167,78748
52065,7482,4.0,3.65,52595.84664536741,143022.7899251227,127237.5,44667
16343,9181,5.0,3.98,51278.40909090909,190876.82927234107,197272.1667,3220
33715,1357,5.8,4.17,83387.85046728973,272871.96681466745,276575.0,85234
49635,6813,5.7,3.65,76967.93002915452,236266.5757446,218424.875,29860
54255,2505,4.9,3.65,47638.603696098566,96735.77215813649,91922.91667,65301
53941,6407,6.9,3.65,53662.53644314869,110735.58532957858,83158.33333,61520
15618,2595,11.4,3.66,65255.37634408603,162976.2067883562,145691.6667,93555
44646,6562,7.9,3.85,47459.89304812834,181928.01386780848,191216.6667,86426
5086,402,10.4,4.45,67187.33670092319,237397.06005074765,233845.8333,60056
13752,2653,5.8,3.66,62176.644493717664,168402.65390999493,147120.8333,65714
37494,2680,4.3,3.85,64723.479948253575,265205.05402607913,274915.5,22701
50030,8774,6.1,3.65,67647.05882352941,183832.86079303353,166655.0,30740
54385,7891,6.0,3.65,49275.75107296136,83208.96499787863,73835.41667,66720
18476,3149,5.3,3.98,138022.11302211302,443485.8316200403,441416.6667,27517
12230,1339,7.5,3.66,68198.5294117647,155697.81133278992,147625.0,44720
20262,4403,8.5,3.98,42236.57548125633,195099.72123733908,221381.25,37862
55624,7087,3.7,3.65,144574.07407407407,472042.6021895979,415786.5833,78255
33704,875,5.8,4.17,85839.53241232733,323355.00969470205,335979.1667,85207
50198,5127,5.1,3.65,87361.87845303868,294067.27968220116,304136.2083,32128
39231,884,5.8,3.85,27730.392156862745,174850.02043454052,206591.6667,33125
26767,10187,7.1,4.17,66201.71673819743,187739.29617693278,162433.3333,17922
31575,2570,5.8,4.17,61399.09411172622,167713.13638542374,158300.0,60107
53058,7700,3.6,3.65,50000.0,158457.45612210417,158687.5,53965
32191,365,3.8,4.17,83389.38714499254,247539.50168956633,225431.25,66061
5511,6787,7.4,4.45,36854.57113693489,97595.32080352918,91208.33333,64117
41716,4345,3.6,3.85,83354.59183673469,246830.11693530442,224061.6667,55014
12264,2560,7.4,3.66,64746.031746031746,160094.63271222444,156883.3333,45150
54971,393,3.5,3.65,104905.80193397801,397460.9922483232,335085.375,75002
24720,3540,12.9,3.98,78473.78277153558,291588.9301592813,275000.0,95356
17640,5501,6.6,3.98,117246.4093357271,417775.5952247794,410537.5909,19006
30296,1007,6.0,4.17,58258.27653359299,140996.15102188074,130075.0,44691
26826,7212,6.6,4.17,51167.6875957121,149028.60432242122,128345.8333,18512
40429,4172,4.9,3.85,45318.7250996016,147083.3083879071,140754.1667,42718
29410,5481,6.1,4.17,82511.53402537486,236413.38209137705,215320.8333,35613
20825,3655,7.3,3.98,49322.66009852217,120801.36054151262,109108.3333,44663
4197,4123,8.9,4.45,39956.22119815668,120319.05098995355,105991.6667,45212
31934,3628,6.4,4.17,47247.972190034765,125917.81463591519,113645.7917,62901
153,2769,9.4,4.45,46971.94719471948,165754.60070501588,190141.6667,2720
50180,1439,4.5,3.65,56643.9205955335,174711.69524198733,164670.7917,32073
22753,7411,7.8,3.98,51138.56589147287,147462.83597103594,119126.0417,72012
28954,9396,4.1,4.17,104901.96078431373,649598.0545771972,814083.3333,33036
24768,5544,8.9,3.98,109478.80870561283,395613.7616330851,437416.6667,95819
33634,6106,4.5,4.17,52430.555555555555,172830.52490400706,190462.5,84720
24962,8128,8.8,3.98,41732.50564334086,147226.44544322323,158891.4583,97862
44638,6872,6.5,3.85,86077.98165137615,498071.64930031047,558854.1667,86336
1649,357,6.3,4.45,77201.89587823275,264798.64565655513,281666.6667,21122
43878,775,3.8,3.85,129592.68991877687,414431.4622431279,379054.5,78258
44391,4802,3.4,3.85,85983.17094774138,337135.5716198558,366761.6667,84105
1821,1695,5.6,4.45,83643.30761694832,281650.70309329266,285137.5,22901
34535,3487,11.6,4.17,48056.24483043838,191651.72092711352,201028.875,93710
36778,7852,6.6,3.85,35229.70085470085,53593.83141923965,34204.16667,15906
17305,8708,6.8,3.98,110620.30075187972,376238.9968375073,381174.1667,13152
13718,1287,5.2,3.66,61034.2019543974,163834.10404956416,143841.6667,65109
3144,4742,9.6,4.45,95018.6003255057,241560.63865648932,235079.75,33547
26679,6213,5.8,4.17,48869.34673366834,126257.64668280938,106166.6667,16125
1893,6165,6.9,4.45,44226.11679981996,164673.7832626838,173708.3333,23325
21881,9698,6.7,3.98,65080.97165991902,281612.6553808712,289279.1667,59833
11640,1327,10.3,3.66,55716.207128446535,177162.60753832068,153145.6667,37604
39676,8272,5.4,3.85,70984.1628959276,216877.57189278206,206725.0,35146
37321,2771,5.3,3.85,52559.52380952381,187843.8489718508,192437.5,21227
54567,8924,7.6,3.65,69219.65317919075,216149.19606865014,202900.0,70555
9242,10005,10.1,3.66,57261.90476190476,182684.38287975613,175804.1667,18326
32127,8631,5.3,4.17,44475.92067988669,142253.5840066486,146525.0,65453
49184,4566,4.7,3.65,113197.11538461539,392721.7570126679,389167.9167,28037
45508,695,9.5,3.85,52398.0277902286,215807.42129785428,224272.9167,95350
53686,1555,6.0,3.65,80659.92292870906,281543.14168620156,245004.1667,60193
55057,5500,3.7,3.65,43314.231136580696,157857.0030926462,158906.25,75146
37821,7770,8.6,3.85,42183.97291196388,102049.45348997077,86837.5,25901
52603,6888,4.1,3.65,78550.19815059446,243278.01503727745,210726.9167,48451
9950,8272,8.5,3.66,47487.893462469736,162064.07262936205,167816.6667,24522
44538,696,5.1,3.85,48979.4741697417,160519.02019183416,164628.75,85326
49088,9376,4.3,3.65,101445.3125,322168.6739520831,336863.9583,27571
38932,4284,7.7,3.85,64136.363636363625,173753.91069342234,161091.6667,31763
1206,1324,7.1,4.45,51003.68675311467,101261.58515174825,90775.0,15068
40643,5891,5.0,3.85,126018.80877742947,310502.695469035,286437.5,44333
30943,6250,4.5,4.17,62564.102564102555,141369.3500151257,107691.6667,50036
37128,5461,5.4,3.85,55383.59788359788,205772.73174964712,229713.75,19963
1798,2739,7.4,4.45,57502.3215943996,183274.49498909313,180670.8333,22630
29116,3761,5.8,4.17,84473.2370433305,231902.72009053727,181116.25,33703
57011,647,6.1,3.65,73728.63247863247,350668.8119630028,357387.6667,92399
7437,348,9.3,4.45,89206.78800926381,397962.58346294024,437427.0833,95035
51928,5305,6.0,3.65,117844.3649373882,332798.77197984076,313306.5833,44011
45605,981,6.0,3.85,89883.44988344988,359636.601162188,379691.6667,95831
16766,3060,7.6,3.98,85994.58728010826,272414.95480742806,272970.8333,7840
2215,231,10.1,4.45,39786.76505257202,122989.58094188699,122579.1667,27834
9013,5586,8.7,3.66,53668.996188055906,162461.07027167446,153778.75,13820
35422,2085,6.3,3.85,31442.558746736293,112612.0638902333,125954.125,2909
30980,5225,4.9,4.17,44551.93482688392,125678.68612183785,105233.3333,50702
24800,9880,5.7,3.98,72880.43478260869,684320.2057510001,858000.0,96741
19426,530,6.1,3.98,45591.14927344782,127824.60387035717,109291.6667,32303
24607,2595,9.8,3.98,66031.56274056967,179068.73576733985,144783.5,93555
37121,6512,4.9,3.85,47085.33653846153,201434.80053197485,236166.6667,19947
19677,4938,7.1,3.98,49219.41830624466,234326.6562476589,299222.2917,33444
46573,2515,5.5,3.65,92511.29761136217,345339.14442566875,343754.1667,6405
9984,3073,7.3,3.66,39692.27674979888,94866.8042990965,89433.33333,26101
19942,6105,4.6,3.98,53909.53716690042,154428.83711445847,137541.6667,35040
40292,4880,6.6,3.85,52914.8590021692,143480.94114224927,130874.9583,40353
57617,1085,4.3,3.65,89851.19047619047,493011.6957518003,515720.0,97202
9617,4000,5.0,3.66,102691.51138716355,387993.2342324095,403332.0833,21771
35129,335,7.0,4.17,58055.33751962325,211719.18003958545,243537.0833,98682
55023,1876,3.5,3.65,87245.63953488372,303249.2210549862,298970.8333,75075
8136,10459,8.7,3.66,45454.545454545456,268047.2645669997,287225.0,4970
55142,4791,5.8,3.65,50660.621761658025,159257.92932773588,153337.5,75662
44149,8626,3.5,3.85,117278.55477855475,521935.701320802,505845.8333,80433
10130,781,7.1,3.66,99937.69823289533,291610.6076286282,294187.5,27613
7026,5451,13.2,4.45,41515.32349602724,133817.093041919,136875.0,89706
9056,3530,7.9,3.66,37528.40909090909,113095.1552705599,93816.66667,14606
37294,3449,5.3,3.85,58761.378413524064,208670.10236522282,208912.4583,21133
14955,1564,6.0,3.66,57691.233947515364,159474.18794679933,155908.3333,84074
39903,1750,4.0,3.85,78719.32515337423,255814.50162052372,265192.0833,37174
36447,4505,6.4,3.85,46520.100502512556,118215.76332192299,106962.5,12078
5846,8718,8.7,4.45,55971.272229822156,168721.52798769416,142675.0,72173
28571,7430,8.2,4.17,60635.3591160221,229924.48639548867,256895.8333,30650
33625,7601,5.1,4.17,58713.592233009724,167113.87903209543,158738.5,84501
46834,1557,4.5,3.65,125527.4500907441,416878.7472541355,411436.25,7726
22415,5131,7.6,3.98,34559.585492227976,58367.42345941468,53358.33333,64134
45470,1070,7.5,3.85,97745.80335731414,670796.6972278836,814824.9583,95060
40001,8374,7.9,3.85,49832.43967828418,163534.3080337107,165341.6667,37757
31836,2722,7.8,4.17,72912.44083840432,143980.6865054765,101979.1667,61107
30219,2191,6.2,4.17,49841.2938331318,111580.58903905754,81202.04167,44121
54939,6174,4.8,3.65,44144.14414414414,111450.04997895645,79604.16667,74354
57774,5689,3.9,3.65,231780.7192807193,1116291.0321364,956438.75,98075
8892,6376,6.8,3.66,67784.55284552845,267741.3983459295,310833.2917,12118
4893,3693,6.6,4.45,96473.64584931717,297742.1673588297,267977.0,55105
16776,5831,7.9,3.98,136782.05128205128,414400.37269041355,367560.5417,7871
18857,5855,7.0,3.98,55454.815695600475,211386.77625710724,236166.6667,29410
15859,6568,11.9,3.66,51819.62025316456,189992.29773251782,193722.9167,97459
28371,1625,5.9,4.17,75655.3262688232,256827.9581793836,220958.5,30126
43410,2682,4.3,3.85,165636.26532083633,751446.8543279972,676108.3333,75230
34110,2172,5.5,4.17,98134.32835820896,470429.20128150354,563233.125,90808
56894,1394,4.7,3.65,38170.31722054382,326071.8429426583,376783.3333,91950
47906,603,4.1,3.65,86280.82443871918,317802.33323812,298440.7917,17601
1727,668,4.9,4.45,108130.72693952352,448137.6017579702,478262.4167,22030
53707,3748,6.0,3.65,119931.78934010152,374981.8008657303,357429.5,60423
18291,7589,6.8,3.98,50559.701492537315,154109.04790503613,145800.0,24084
12079,1031,6.4,3.66,29606.269113149847,79610.13158538021,65258.33333,43224
37760,3507,5.6,3.85,34542.7661510464,103850.16811640513,101748.9583,24501
21222,1636,7.4,3.98,74302.20075147612,196862.34547743687,181841.625,48430
41777,6190,4.0,3.85,71681.41592920352,198073.21876353663,198703.2917,55309
46636,3893,4.7,3.65,86916.85477802859,298075.39635989274,302950.0,6776
11753,1269,8.9,3.66,49114.51169188447,148105.9899792797,149121.0,38501
32847,4354,5.0,4.17,62762.927256792274,171244.45508554767,162561.8333,76036
6068,6329,8.1,4.45,52707.45036805711,146438.9249369455,112345.8333,75137
23516,1603,4.3,3.98,120993.19306930693,333234.1051928315,298750.0,79707
15380,2406,10.9,3.66,71416.38225255972,476940.8366662,572105.75,91607
4322,3789,9.9,4.45,57728.467448443174,143859.69820455162,126878.3333,46239
13602,6749,7.2,3.66,55148.09590973201,168637.45044578557,156341.6667,63050
7479,3432,12.1,4.45,50635.66701497736,171682.30243817685,166926.25,95834
37684,6915,6.7,3.85,50286.88524590164,165090.8991237576,167295.8333,23851
37054,8384,4.1,3.85,68133.50340136055,251672.83553510244,252926.875,19344
53949,7958,5.5,3.65,104369.56521739133,252503.33961431045,209166.4583,61548
39355,4703,5.9,3.85,104306.22009569377,312696.17498086253,289412.75,33558
40328,8208,3.8,3.85,140375.24366471733,400782.80259407713,379905.4583,40513
1402,6673,6.5,4.45,67293.52296093214,244027.25287556672,235203.6667,19001
54645,10037,6.5,3.65,71742.02127659574,233051.48876317806,232194.9375,71280
51550,6608,5.5,3.65,67428.69127516779,265189.8982230187,284276.6667,39571
14631,2178,5.5,3.66,69298.7567987568,192610.6865172158,186617.5417,78610
13767,793,5.9,3.66,39500.0,112199.92459415196,83079.16667,65802
18363,7636,5.6,3.98,51737.967914438486,158370.34504865768,154928.3333,25405
19303,3770,8.3,3.98,64705.882352941175,185673.3677198068,178709.5833,31322
35974,8097,6.1,3.85,178280.44596912523,616248.6939400029,621441.6667,7974
48035,6958,4.6,3.65,82050.49261083742,281469.1253066134,285000.0,18969
47485,9364,4.2,3.65,97613.96011396011,345316.6017130193,319712.5,12564
10125,936,7.1,3.66,46746.411483253585,145597.02635992557,152116.6667,27604
3614,9333,10.0,4.45,30485.929113720296,137689.90395872158,154525.0,37722
11740,493,8.1,3.66,64089.40397350992,163018.95278692842,146837.5,38305
10460,10109,7.2,3.66,72764.22764227643,324774.0696815998,341837.5,29438
51479,3799,4.3,3.65,46877.55937755939,187233.79218557087,204508.3333,39046
18738,4405,6.0,3.98,61669.26272066459,236548.21118108055,249970.8333,28704
57521,2064,7.1,3.65,75274.37056165269,337934.2481851314,340434.5833,95973
5727,5104,7.4,4.45,48348.00434101049,136122.51387994082,130875.0,70380
41619,3421,4.6,3.85,56281.818181818184,125821.10690557402,114370.8333,54494
29750,6485,8.6,4.17,51717.391304347824,134881.86010607367,122950.0,38237
38495,3954,5.2,3.85,42096.84300341297,127681.38713683783,126691.6667,30012
6877,278,8.5,4.45,27402.372771173847,109274.00116920024,88654.16667,85705
55827,1603,4.4,3.65,122415.38461538461,371412.08121710765,317317.9583,79707
55782,5697,6.9,3.65,56586.021505376346,148554.38463956976,121837.5,79065
40229,10043,4.0,3.85,120745.79831932773,370256.7589801547,362003.625,40023
20076,8842,6.9,3.98,55393.5860058309,164732.28955094964,160612.5,36345
52338,7527,3.5,3.65,69038.86554621848,290792.6264934179,298908.3333,46567
48031,7623,4.6,3.65,79166.66666666669,287231.71061987936,285541.4583,18960
974,8644,7.6,4.45,92762.48984565397,378664.8695325882,394280.2083,11769
9141,5172,8.9,3.66,61183.57487922705,124274.15190014016,108358.3333,15905
11110,5192,8.3,3.66,41762.36749116608,145452.76573222043,153653.125,33189
30236,7185,5.9,4.17,119062.92286874155,265924.8595751078,219993.4167,44141
25029,1185,5.8,3.98,73857.4604743083,257235.2035232146,275257.9167,98258
32360,6519,5.7,4.17,90939.34911242603,247316.09401015603,231823.9583,70518
22209,2722,10.5,3.98,71127.1186440678,153231.93666506183,106220.8333,61107
42934,8901,5.4,3.85,69074.92354740061,242523.62384158454,263725.0,70437
15977,3329,9.3,3.66,103891.69254658387,369994.63807281957,372606.25,98335
6157,7783,7.6,4.45,89087.91476903057,270976.8940749157,203462.4167,76054
54461,4249,3.3,3.65,74207.60697305862,218212.54517762817,181891.6667,68144
36446,9476,4.3,3.85,109423.07692307694,326759.7637585614,307525.0,12077
13944,2258,6.7,3.66,86190.02525252526,227346.2072902603,195445.8333,70817
805,1687,8.7,4.45,33369.91914535543,175252.19233926854,187625.0,8861
2112,3105,11.4,4.45,50567.756426254055,180927.94165837657,186965.625,27332
9721,2680,5.7,3.66,59349.59349593496,224533.28933160432,230786.25,22701
24519,179,6.6,3.98,42789.12503450179,331772.48309750005,407737.5,92804
33588,5781,3.5,4.17,76684.28005284017,271644.1178751444,283957.8333,84045
3011,4864,9.6,4.45,56550.322463439006,160410.3132562498,149404.7083,32750
28931,7075,7.9,4.17,72516.15508885299,256392.53295233988,233945.0833,32968
18749,7899,12.4,3.98,40208.8772845953,196430.0994979884,201804.1667,28713
22521,5419,5.6,3.98,62318.464730290456,179918.86679382675,159531.625,66030
33654,3613,5.8,4.17,25359.947643979056,91877.88299786,93020.83333,85017
4089,6154,6.8,4.45,35415.810384984245,79991.02251719307,68413.66667,44132
30644,4990,7.9,4.17,60026.619343389524,156515.67198113044,122241.6667,48081
38867,5186,7.9,3.85,57522.753128555174,160570.59033228227,130462.5,31069
56238,8704,3.1,3.65,58805.03144654088,220222.73593168752,241550.0,84655
9002,2454,8.2,3.66,41583.62989323843,107874.94861363113,99372.83333,13502
25263,3410,6.0,4.17,86888.71473354232,330677.947253324,339187.5,1876
32971,3139,5.0,4.17,41696.42857142857,130514.52417895375,143074.9167,77075
21722,6190,5.3,3.98,67783.35301062574,187747.17722243856,169520.8333,55309
53738,7531,6.0,3.65,59072.58064516129,200203.2871022797,208875.0,60457
7618,637,11.7,4.45,61203.763628217246,223909.54001671865,233828.8333,97504
46717,7252,4.1,3.65,191442.4280350438,834097.9630220028,912204.1667,7059
22242,4101,9.6,3.98,61421.72523961661,140661.23455575216,128800.0,61611
8103,6607,6.0,3.66,67255.78406169666,243397.52698765602,249698.9583,4038
24910,6936,8.0,3.98,90932.64248704664,343619.2609421427,355200.0,97408
25562,4681,6.8,4.17,82064.27955133736,237414.66805108517,199091.6667,6002
33858,2020,8.7,4.17,36876.533115290265,146524.33898425882,157895.75,86442
15248,8508,11.0,3.66,142766.0753880266,509389.91180808534,453995.8333,89519
56920,1932,4.7,3.65,69605.88235294117,424377.5273965978,516932.3333,92069
11874,6028,7.9,3.66,41408.15085158152,112532.1030220845,96110.20833,40213
28733,2457,4.7,4.17,96669.00420757363,283130.3926130315,263320.4167,32092
19112,3309,8.1,3.98,151966.41156462586,510035.8524438033,473666.6667,30306
55356,848,5.3,3.65,64826.4742014742,262912.6074727776,281481.8182,77063
53165,10329,5.1,3.65,69078.94736842105,253871.54212460152,251805.5556,54817
49954,7989,4.7,3.65,57779.45619335348,226308.56499748447,251525.0,30546
16040,3822,9.4,3.66,57983.37707786528,182624.6291619159,185937.5,98665
54060,7060,4.2,3.65,113778.0112044818,330992.635845551,314458.3333,63025
48033,7289,4.1,3.65,77408.41248303937,266621.4074612499,270168.3333,18964
31893,7507,5.6,4.17,92764.22764227644,264807.4387468269,220770.8333,61853
45010,3008,6.6,3.85,61687.571265678445,413964.4625706903,539317.9167,91754
13973,2237,7.0,3.66,54017.857142857145,160936.24075504203,158477.0833,71360
52238,7211,4.2,3.65,56294.452347083934,143912.65958540016,139850.0,46113
37852,6870,5.0,3.85,98251.87969924812,259545.38348835424,227046.6667,27006
40187,7455,4.8,3.85,61657.03275529865,180316.99170720455,164566.6667,39475
34291,3068,8.2,4.17,55900.38314176245,214078.93664466438,204524.5833,92220
41615,3302,4.6,3.85,51658.262218774245,128397.2810969842,124866.6667,54481
2831,9132,9.4,4.45,40644.668533186516,151701.5370335192,147080.8333,31308
23907,940,6.6,3.98,56320.55503292567,197643.03700490392,206137.4,85283
14125,332,4.1,3.66,53223.95833333334,147119.57725214,136617.5417,73160
30866,7304,7.9,4.17,48665.730337078654,147446.94860418155,134912.5,49337
24792,5513,8.5,3.98,52709.190672153636,272185.39325557335,347004.1667,96150
26489,8292,6.8,4.17,45875.0,108569.7662954642,80370.83333,13350
18940,9182,9.8,3.98,53237.41007194245,214997.09651318085,235087.5,29835
16482,5872,8.0,3.98,150609.75609756098,425212.32645980094,367045.75,6107
