,SizeRank,unemployment_rate,MORTGAGE30US,Avg Income,Prediction,Actual
6679,5429,4.2,4.45,47993.31598249143,208878.29176948708,223422.2222
24828,7289,6.3,3.98,60519.12568306013,248115.715186932,250039.5
38628,3165,6.0,3.85,59089.3351800554,254476.80129550802,247786.6667
48161,2310,4.9,3.65,51032.039433148486,206360.25685418432,212824.5833
6273,2546,7.8,4.45,53092.183265582666,191818.06048785886,192154.1667
12601,8231,11.8,3.66,42002.51889168766,95869.79657085045,88766.66667
38502,5498,5.2,3.85,65136.71875,290716.5414238268,269041.0833
5944,332,5.3,4.45,48353.50008120838,142437.99165753322,133845.7917
3004,3057,10.6,4.45,40817.66767564123,128269.64570817439,128404.1667
49033,8261,5.2,3.65,58730.598669623076,205003.4910432791,180596.25
56256,4924,4.6,3.65,36027.89256198347,215876.99278717538,247149.9583
46095,10341,5.3,3.65,59565.21739130434,264158.91547339805,250495.8333
26740,8760,5.4,4.17,67457.35607675907,263171.29054528684,238791.6667
43134,5176,3.8,3.85,46788.097886540585,145569.40725145306,140254.1667
41760,1500,3.5,3.85,46789.26206244088,182969.1781361227,161991.6667
32273,4258,3.6,4.17,50573.29136690647,144604.76928337986,127291.6667
8685,50,8.0,3.66,52851.55050660117,250452.5650230016,290866.6667
54639,9043,6.1,3.65,62461.89024390244,267037.8370833921,270385.0
55626,7774,3.7,3.65,87997.3474801061,538372.8558236026,580520.6667
16654,8527,6.7,3.98,76152.48226950354,341639.6697216793,362766.6667
49305,6859,6.4,3.65,63461.538461538476,273273.3219611319,262337.4167
47472,6547,4.0,3.65,74828.5536159601,302634.2513857207,292930.2083
41689,1399,3.6,3.85,60224.03982930299,169560.57905863685,156562.5
22043,5524,9.6,3.98,61301.3698630137,180242.5220040231,125174.9167
17195,840,6.1,3.98,73012.6467931346,308132.4680984612,308408.3333
13169,3845,4.9,3.66,56065.6836461126,231468.80541212863,246837.5
48385,2771,4.7,3.65,49759.181216134864,188377.4653214452,193810.625
45684,5812,5.1,3.85,59132.35294117648,235644.09714968185,250942.2083
36324,1671,4.2,3.85,40697.57365684575,213724.58308604363,256783.2083
13491,3416,10.4,3.66,45581.18081180812,99223.36096169073,83595.83333
57566,9479,6.1,3.65,54150.390625,219542.11966093106,227254.1667
38005,747,4.7,3.85,49931.14406779661,186383.1966172858,195030.375
22651,908,8.3,3.98,55466.19411123228,206692.52870147765,176323.5417
16072,2334,9.1,3.66,64289.510985116925,250415.07615759864,221306.25
20842,504,7.3,3.98,48999.19126566923,119941.86945481898,111704.0833
9057,1202,7.9,3.66,37272.49747219413,100093.12508347665,88075.0
7147,2527,12.9,4.45,62808.650313378,334620.3295201982,341258.3333
43954,5435,3.3,3.85,48572.99670691548,179407.91615363688,187538.25
20371,1352,5.8,3.98,86781.21577217962,332772.82987723313,271437.5
4468,1537,12.9,4.45,71841.0290237467,264425.8215837999,166978.75
37522,9904,3.9,3.85,92154.81171548118,639259.098857196,648603.3333
42373,7829,6.1,3.85,69175.39267015707,197583.4582234061,182533.3333
56011,8463,3.7,3.65,92771.0843373494,441318.89168900246,409537.4167
42634,4360,4.2,3.85,69238.11544991513,232354.11864175124,217037.5
42846,9433,2.5,3.85,54510.70336391436,141017.94042604786,128212.5
19394,5573,8.2,3.98,41741.35723431498,137706.16323841925,136212.5
6691,8133,4.8,4.45,58396.50145772595,206439.13964334186,182320.8333
6668,7992,10.3,4.45,57553.697962798935,241652.6738815996,250120.8333
2252,4412,10.4,4.45,36656.580937972765,103150.06465815747,100241.6667
12585,1636,8.2,3.66,61308.21917808219,167082.40206922355,141491.625
23230,6513,5.4,3.98,57985.21850899742,233615.14960860542,211327.5
48726,3406,5.2,3.65,50746.72667757773,176038.33452443866,180816.6667
37995,4815,4.7,3.85,73309.05306971903,459166.71531384595,522555.4167
10418,980,7.0,3.66,45567.56756756757,140858.0494963057,133227.125
28771,323,6.7,4.17,57821.69117647059,209055.07089736237,195977.0833
8913,3720,7.7,3.66,52410.31390134528,177734.694329428,164014.5833
44634,9414,5.6,3.85,52864.58333333334,255877.83425383488,272116.6667
51502,3280,3.9,3.65,44746.66142969363,160374.468934467,133820.8333
2146,6777,10.7,4.45,45948.722529926745,146871.57234296342,141950.0
46901,8097,5.2,3.65,106956.33561643836,698889.5776850026,603245.7917
20467,2035,7.4,3.98,43720.76023391813,118325.62336640219,116041.6667
48465,2203,3.1,3.65,81695.88875453446,526696.5642544661,566954.1667
11723,826,8.5,3.66,83578.10413885179,328138.13031339826,301245.8333
17965,7234,5.8,3.98,59270.65026362039,236112.28293208848,253154.1667
12242,5616,7.7,3.66,52081.03638368247,179421.1122612132,179217.9583
46494,6218,3.1,3.65,53238.423028785975,165277.8290744161,157762.5
15233,2477,11.3,3.66,58310.24930747923,167908.35049509376,150416.5417
4556,8195,11.5,4.45,42340.68627450981,152465.70590932484,152983.3333
43582,10347,5.2,3.85,59103.260869565216,412525.6898327969,431499.9583
30230,1433,6.2,4.17,45651.10565110565,122745.2015407764,94854.16667
18205,3015,5.4,3.98,48524.565608148594,219594.19344494387,185007.9167
16931,5108,9.3,3.98,61962.5,264084.47453550634,262941.6667
52530,1537,6.3,3.65,78238.7190684134,324203.7213850228,285428.75
21053,6852,6.1,3.98,47187.953555878084,135173.86941606583,101095.8333
3802,3467,7.9,4.45,47627.08886459472,166559.32631519824,158475.0
39885,6181,4.5,3.85,57260.47904191617,217041.49542002633,212723.3333
23634,4560,5.9,3.98,68016.09848484848,283522.3450462859,272686.7917
42758,3142,4.5,3.85,44706.28415300547,160588.57020606194,140358.3333
48804,7589,5.3,3.65,49445.03171247357,164278.3758195579,151406.25
25353,6683,7.2,4.17,52495.10763209394,254281.22898184462,299395.75
16373,10594,4.9,3.98,46250.0,190818.907165799,161620.8333
2634,510,11.5,4.45,64703.37064778994,206608.2541621997,169700.0
5966,2118,6.1,4.45,59615.69710757231,176485.083163214,166879.9167
15685,1773,11.8,3.66,57138.660399529974,428913.80731099745,519833.3333
8125,8658,7.8,3.66,62178.73831775701,254888.02651721917,201044.8333
27999,3001,6.9,4.17,47575.2508361204,169777.89088210493,167742.5417
5383,1183,6.6,4.45,56896.64273648649,190938.70441191562,163220.8333
46164,3410,3.2,3.65,75681.26148193509,383966.32756389136,361100.0
9778,4233,7.5,3.66,93548.3870967742,467859.4955808696,457154.1667
19056,620,6.7,3.98,52999.358426005136,171893.14278555676,172758.2083
53855,19,6.0,3.65,59829.79209504226,399395.29768839746,443933.3333
56553,2009,9.1,3.65,47878.8407821229,196685.8751835647,187550.0
42089,3421,5.7,3.85,47366.243794815215,149072.021138196,150537.5
13318,662,9.6,3.66,41441.59943879341,133589.63826186873,123469.75
43749,4,4.6,3.85,107786.88524590163,473273.0011033997,390081.0
54191,2951,5.1,3.65,56682.597231377724,161055.28326601992,146039.5833
51779,1360,4.5,3.65,52978.18791946309,179067.81647866353,167679.1667
25342,5876,7.2,4.17,39602.34680573663,211525.66249404667,265858.3333
53545,1378,6.0,3.65,105461.89376443418,630361.4909416034,613790.4167
10515,3700,7.4,3.66,46235.6067316209,146686.7081267494,149419.5833
52578,4916,4.2,3.65,72400.77653149268,310683.39808715746,299445.8333
25118,2875,8.5,3.98,50833.90061266167,200656.29937118728,203716.5833
47526,9204,5.3,3.65,55620.503597122304,435016.39135122055,542408.3333
29958,3888,6.5,4.17,46426.81728880157,139162.39750842424,134393.0
39030,4122,5.0,3.85,62790.437890974084,229945.25602675305,199575.0
25150,1163,8.2,3.98,40668.74027993779,132553.49895757966,123692.2917
35620,7499,5.0,3.85,62067.545304777595,295462.20510838256,191066.6667
38043,10490,5.8,3.85,73317.30769230769,511160.61776484037,551499.75
9120,5760,7.0,3.66,90354.33070866142,332242.1635013999,280275.0
29991,329,4.5,4.17,50410.77371048253,131443.78644799953,128629.1667
8318,209,8.9,3.66,51390.239948119335,242610.41303580112,271916.6667
25335,6223,6.0,4.17,58732.508073196994,253441.69860129725,290020.8333
28645,5807,6.2,4.17,59387.15953307393,185444.46996117992,171379.6667
55208,625,4.0,3.65,77299.33110367892,370162.43705336895,364533.125
