,SizeRank,unemployment_rate,MORTGAGE30US,Avg Income,Prediction,Actual
51442,7236,6.1,3.65,38633.78684807257,120828.43962902791,124683.3333
17425,5135,6.5,3.98,87968.90424481739,445440.3448464027,402112.9167
18881,413,5.9,3.98,55977.108944468,203621.48303865793,197499.75
546,6155,7.7,4.45,52485.8237166733,257566.73301020314,325729.1667
4485,7141,9.5,4.45,65301.4343343792,241363.1474507978,220512.5
51177,3226,3.6,3.65,42080.0365185636,165713.46943264324,159654.1667
39121,3403,5.0,3.85,56819.15807560138,216660.4426293052,217338.75
27490,6459,6.3,4.17,34204.87106017192,119148.05903765415,122837.5
9264,6331,8.8,3.66,51673.3870967742,167842.9691154317,165188.4167
56823,7240,5.3,3.65,116840.65934065936,1761753.2754778096,1768979.167
13614,2317,6.5,3.66,41656.38494756323,110456.51944203231,95733.25
39306,734,5.1,3.85,87915.82661290323,442839.8232318787,426578.25
47401,5614,4.4,3.65,57367.80715396577,219238.78879977265,226785.375
20744,1310,5.7,3.98,57589.974293059124,195022.25420949084,173650.0
36969,1220,6.4,3.85,41295.63053097345,126284.9701784706,69149.95833
28559,10053,6.5,4.17,76630.43478260869,351872.96861434076,356725.0
28229,7206,6.3,4.17,74277.45664739884,339495.27645311825,378422.2222
30660,1049,6.1,4.17,51882.91881745659,166970.25477471546,160679.1667
38145,5049,5.8,3.85,83782.12974296206,329920.7530988512,303054.0833
29088,4221,5.8,4.17,37075.51385165326,111524.4784217396,99354.16667
3607,2823,8.3,4.45,50266.565895906526,171639.8286273611,158095.625
29884,5887,5.0,4.17,75132.27513227513,299158.78395581397,297161.5833
1236,6655,7.1,4.45,50944.92791271594,152691.26347476663,129766.6667
36847,7773,4.7,3.85,28494.176372712147,54259.16157892039,53570.83333
27633,7636,5.5,4.17,51090.75043630016,171913.45738856363,171443.75
22219,1841,8.3,3.98,45588.66279069768,129235.27250906358,84650.0
52106,4855,4.4,3.65,53190.28156221617,176366.85637409735,175078.3333
33485,10159,5.8,4.17,64748.201438848926,433809.3695425998,452000.0
16021,8334,13.0,3.66,45588.235294117636,164629.4862628857,153175.0
9400,2429,7.9,3.66,43969.072164948455,163427.07556284062,189983.3333
48327,1068,3.3,3.65,80746.66359871147,350834.19907064183,321325.0
14186,6566,6.1,3.66,46592.881944444445,139650.1734193586,124004.1667
56812,6469,5.3,3.65,93242.45939675174,650791.3884552016,755004.1667
43619,998,4.6,3.85,97532.33970753656,617399.6316612309,464095.4167
27075,3582,4.3,4.17,76617.07632600259,408870.8008929684,429470.8333
13658,2521,6.1,3.66,60610.907982937235,174967.34165754024,154954.1667
45538,7272,7.6,3.85,51545.25386313466,211526.77832980183,258304.1667
6600,4324,8.6,4.45,83895.82674675941,333959.5055948726,316283.75
25828,9288,6.4,4.17,61590.90909090909,176580.50442888067,143695.8333
57367,1668,3.8,3.65,79513.72731503025,615984.6786579187,742253.4167
30035,10049,6.7,4.17,56953.642384105966,230703.93522780144,243595.4167
50885,4302,5.0,3.65,39696.24125874126,161757.8456258476,173564.5833
19893,6039,6.6,3.98,74372.8121353559,311429.7719303912,300207.2083
6104,6751,7.1,4.45,46975.679090334816,171696.38491604693,167066.7083
54961,5556,4.6,3.65,53618.030842230124,164510.01520792898,158900.0
42062,8792,5.4,3.85,75651.04166666669,255138.63103014848,244470.8333
37150,9821,3.9,3.85,75760.45627376426,477000.93921469495,525704.125
14524,7802,7.6,3.66,50614.75409836065,154756.88891568288,142319.4167
34333,1414,8.0,4.17,43529.275092936805,181167.07026545945,195870.375
14256,6329,7.1,3.66,47958.057395143485,138146.9404689577,119941.6667
47778,830,5.2,3.65,66687.76371308017,225214.91712326367,169966.6667
12642,1674,7.8,3.66,36430.817610062884,81301.36799363978,53460.66667
7169,1215,12.9,4.45,37054.94957810249,186679.92860806079,182954.1667
22785,2303,7.8,3.98,50351.5625,160333.48871216012,150825.0
14723,9388,8.5,3.66,68982.71276595745,352648.20654586115,375991.6667
8861,7085,7.8,3.66,69688.96713615024,947243.0137800004,1290000.0
43522,132,4.4,3.85,72894.908616188,312532.30563337693,288299.1667
42345,8675,5.4,3.85,60110.803324099725,224089.00671616022,194033.3333
20666,3840,6.3,3.98,51023.70689655173,131039.41488359321,126033.1667
14599,7087,6.3,3.66,91814.15929203539,336283.91211594176,300561.9167
18726,5732,7.8,3.98,43297.54601226994,157842.43286059142,139729.1667
36839,1397,4.8,3.85,66188.0060728745,223024.40590139353,207007.9167
47807,7706,5.1,3.65,55118.31275720165,191931.81707898242,180845.8333
1114,8696,7.7,4.45,79171.39614074914,301436.33889044606,255456.6667
46367,5630,3.0,3.65,95765.02732240438,505427.60321441747,476670.8333
51659,3888,4.9,3.65,48060.548722800384,138035.00478943516,137808.3333
43561,6200,3.6,3.85,63145.380434782615,259858.7173202054,254081.6667
52971,6245,3.9,3.65,52480.31496062992,198617.02797180682,197499.9167
47149,887,5.2,3.65,68549.739195231,431647.5627971464,478624.9583
26099,8625,5.2,4.17,80102.59179265659,270974.591226333,214629.1667
43017,5286,6.5,3.85,40494.50549450549,130968.9290926681,135379.1667
15016,6441,8.5,3.66,47173.74810318665,143437.57830966578,129900.0
56755,2705,5.3,3.65,69764.2375995101,592680.1126637997,596060.375
39610,1693,5.0,3.85,51489.57298907646,244546.98000045033,247285.4167
52960,5984,3.4,3.65,74162.43654822336,325187.5990125201,319043.0
1256,6397,8.7,4.45,52360.28928336621,153287.70739411557,129812.5
16599,6031,7.3,3.98,112162.16216216217,1523089.943777201,1789250.0
57585,3401,4.3,3.65,71429.82456140351,437914.9243790951,435891.25
32361,5641,4.9,4.17,53512.16814159292,167927.24147045045,167712.5
33397,4664,4.6,4.17,94949.02687673773,573998.640906951,556100.0
14868,6740,9.7,3.66,48030.19145802652,169621.42509094038,168225.0
29291,595,6.7,4.17,32346.069268829022,96926.52614720016,67210.41667
30687,1032,9.6,4.17,78977.80373831776,309176.7675813815,293487.4583
24099,5240,12.0,3.98,44174.7572815534,145743.5379923316,140169.0417
10522,3102,11.3,3.66,71650.0,255816.748117511,231672.9167
48251,9684,3.9,3.65,77293.57798165138,338568.02515376173,336591.5417
8214,9010,8.7,3.66,64934.67933491687,248243.93669988326,242666.6667
25340,7949,7.2,4.17,69846.29294755877,357383.3488367338,390320.8333
8959,9991,8.3,3.66,48072.429906542064,183283.99890702317,184195.8333
23683,3233,8.7,3.98,46748.44236760125,158974.94019740383,167850.0
26415,4957,5.3,4.17,81112.69324654191,400881.0970745161,392937.4167
49357,5732,4.3,3.65,47200.36319612591,169540.78345126152,168787.5
56441,2380,5.0,3.65,37879.00874635569,158152.48789163653,143108.3333
24778,7129,10.3,3.98,42945.82392776524,163391.51434783463,168133.3333
17162,4653,5.9,3.98,91252.64270613107,548154.9834759972,539495.8333
14954,3834,5.3,3.66,48146.55172413793,166571.4992467023,186125.0
38679,6765,6.0,3.85,65389.06009244992,298491.9365336003,295625.0
37432,3842,3.6,3.85,84180.46357615895,417850.6941549465,429390.7083
47662,361,5.0,3.65,70315.33987640857,252528.35194057313,233445.4167
45494,1748,8.9,3.85,46764.13525498891,224882.44714746886,259883.2917
54852,3055,4.3,3.65,41728.34937083642,126524.09992530463,119162.5
12056,324,6.8,3.66,45866.104868913855,122670.35595963329,118341.25
7743,5899,7.9,4.45,70727.67952269338,269996.82282657264,280097.9167
22906,7434,3.2,3.98,59590.517241379326,178029.5477818573,168904.1667
47462,1817,4.4,3.65,50603.9755351682,200778.92540006785,169845.8333
57362,253,3.8,3.65,79294.24372320881,657351.0242229977,746477.3333
52153,6428,5.2,3.65,49811.083123425684,114343.36722946605,104014.2857
23455,78,6.6,3.98,38236.419280795715,171877.0989745272,173543.6667
21549,9367,6.5,3.98,53820.474777448064,197363.53341608684,163637.5
26048,606,6.1,4.17,69423.99705557602,331915.84948479093,331560.8333
35874,895,7.1,3.85,86681.51879116622,500265.01136408804,459216.6667
52808,5039,5.5,3.65,56222.76688453159,231964.85469583582,255129.1667
9873,7409,6.1,3.66,68187.60611205433,259853.28143998494,266089.5833
8690,730,12.4,3.66,37527.71618625277,308797.15505623765,340583.3333
12094,6410,8.3,3.66,60618.781094527374,213520.9924351616,183858.3333
30690,2515,4.9,4.17,77649.84227129338,294176.9028953459,295304.1667
3157,4390,9.6,4.45,69999.61668199938,234155.65511568985,197945.8333
29080,4694,6.7,4.17,65763.88888888889,251564.54006038458,259707.9167
21809,6363,5.3,3.98,52223.25870646766,150102.5415216557,147799.9583
47961,8411,6.0,3.65,54721.549636803866,162180.32385067616,141858.2083
24692,688,6.5,3.98,80592.39130434782,676974.825101569,713969.7917
26300,6545,5.4,4.17,79271.81913774974,382071.16271787777,425702.5
42307,4387,6.2,3.85,77116.75579322639,365348.3976203791,411116.6667
1812,10565,7.1,4.45,59563.28121219253,254023.81791639986,174487.5
15110,3625,7.4,3.66,58866.52542372881,180587.57932745415,162132.375
16826,3996,7.7,3.98,87353.3724340176,370068.76725020004,345187.5
19815,1235,7.1,3.98,50254.68622656887,167993.23730846815,176662.5
19296,9132,7.4,3.98,43073.24840764331,150091.83873437042,143600.0
30205,6127,6.4,4.17,52958.13106796116,177428.80977163717,175342.0833
54520,10564,5.3,3.65,46646.34146341463,254177.81353019868,239395.8333
5259,4809,9.3,4.45,55712.40431311219,173881.3733248759,157351.6667
43879,3601,3.8,3.85,93526.78571428572,411611.4263942823,374880.1667
55709,6172,4.3,3.65,46430.75980392157,173417.74423686086,183019.5833
57318,3858,4.5,3.65,107299.40564635958,876017.1946311995,902645.75
12673,6809,8.4,3.66,53712.016574585636,152950.11071662366,119879.1667
57082,155,4.0,3.65,86475.79879784878,730835.0452597998,806237.5
22921,5884,4.8,3.98,59650.180940892635,179613.730468519,152034.5833
55546,6039,5.6,3.65,52122.64150943397,183068.90375179437,185508.2917
56652,1355,5.3,3.65,39574.13249211357,586173.1744421973,719874.9583
287,8658,8.3,4.45,60419.58041958043,218397.12789441732,205644.0833
28104,4237,4.7,4.17,61763.972055888225,300618.21542861307,372300.0
38779,4593,6.5,3.85,42962.308598351,135382.76924030387,130215.625
32277,8127,3.1,4.17,83309.38697318008,313916.9468411865,295618.6667
21058,3869,7.6,3.98,44567.42485783916,100102.73696894996,83375.0
57450,8639,5.9,3.65,60081.743869209815,292775.7121951204,328785.3333
4938,5342,6.1,4.45,36697.41429401512,92755.01064294938,74483.33333
8512,3659,8.7,3.66,48093.88783868935,131813.28981988181,120145.8333
41653,8697,4.1,3.85,47730.179028132996,155067.95652470435,158387.5
2165,4192,8.9,4.45,43298.56281872972,151142.62817712268,174254.1667
33700,2936,5.8,4.17,47479.49419002051,194704.6191733322,201220.8333
43955,15,3.3,3.85,61916.91880988402,256752.54426134194,255206.7917
23731,6426,5.1,3.98,51916.31504922643,176624.4385214008,177016.6667
15334,1112,10.9,3.66,25630.150266602035,205435.04833614023,204987.25
18242,7817,5.9,3.98,32160.194174757282,108425.07736371018,110195.8333
39607,2959,5.8,3.85,31556.519138755986,150035.4632349933,157205.875
51689,329,4.1,3.65,52318.08731808732,146005.64622300002,134683.3333
144,9012,9.1,4.45,54289.55586398335,459947.0505921494,606137.5
36638,4547,5.3,3.85,55094.45337620579,162498.157832783,118794.0833
13972,2237,7.9,3.66,49185.9243697479,160319.6110902923,158477.0833
52019,7486,5.0,3.65,53798.84225759769,168191.76113919113,146445.8333
16023,7567,12.0,3.66,50046.64179104479,200371.87377301502,205962.0417
6603,310,7.2,4.45,59813.71823340735,229695.06706059392,248541.6667
21169,3248,7.4,3.98,51260.9649122807,123027.08196340688,66218.04167
31278,3693,4.0,4.17,79253.27174749807,357185.9826520604,325200.0
36730,5979,5.0,3.85,84049.83570646221,309795.55202653346,269125.0
3370,7060,10.5,4.45,41052.16709158658,138554.44043834574,141841.6667
2944,3084,10.1,4.45,67408.6681046104,237747.10753086946,222366.6667
38123,5757,8.0,3.85,50279.850746268654,200449.55432161683,213515.7917
16937,10169,9.3,3.98,65000.0,459903.8480022348,505112.4167
24216,3891,9.8,3.98,56926.3698630137,379468.47856419644,425942.25
48935,3073,5.7,3.65,39339.15211970074,105792.43689623434,97766.66667
23215,539,6.1,3.98,62188.55574324324,193908.9462683831,166221.0
57547,2749,3.7,3.65,57027.22590139809,456900.1926978882,594891.5833
25531,8507,3.7,4.17,46979.665071770345,153086.70460952792,146158.3333
36872,5454,4.1,3.85,60153.95894428153,213107.24933764123,213958.3333
48876,9008,5.5,3.65,53002.79329608938,224208.18471330436,241306.25
26122,1971,6.1,4.17,34026.369168357,189978.29267496607,205725.0
8619,2524,10.6,3.66,57126.24069478909,245967.9998268272,269983.2917
50850,4602,5.1,3.65,50474.05189620759,182940.42346292766,188449.5833
20837,6872,8.0,3.98,52521.459227467814,140280.05899229535,126412.5
26551,6073,7.7,4.17,54545.454545454544,177809.58511211548,153834.5833
44284,9168,3.9,3.85,59686.495176848875,232135.7576832725,231425.0
25890,9032,6.3,4.17,60885.98901098901,208262.78191998493,189554.1667
6231,1666,7.8,4.45,59329.75536694957,210888.91292978477,206038.9167
10741,1117,8.7,3.66,43735.976065819,137112.17462818447,139391.6667
27150,2207,5.1,4.17,75551.4705882353,295449.48759667116,293989.375
12253,4829,6.5,3.66,80099.5575221239,246210.1907652639,211894.5833
24126,5356,9.7,3.98,60662.274618585296,206293.71788890258,200050.2083
32110,3583,5.0,4.17,51474.609375,135712.76104265972,129345.8333
9097,7749,7.4,3.66,41394.58955223882,83012.09808942342,74358.33333
49412,10252,5.4,3.65,43981.48148148148,500859.7074608372,553458.3333
3544,1750,5.9,4.45,61803.77782949345,203154.67301439648,191805.4167
21298,1927,7.7,3.98,50301.29335684892,148254.76994490868,129215.8333
29403,4734,5.9,4.17,37374.21383647799,133027.22295430824,123070.8333
20014,7669,6.3,3.98,50000.0,159536.0826785401,135321.6667
37406,6846,3.6,3.85,121559.07429963461,1307343.1951798,1332350.0
777,9857,10.4,4.45,66444.4087403599,515628.06162518135,649437.5
34210,2107,8.3,4.17,40234.375,303429.5476363982,320932.875
55439,40,5.3,3.65,80405.68654646324,321354.2847252015,320126.1667
17890,5488,5.7,3.98,78727.65757290687,406520.58251523826,414608.3333
12941,4321,5.4,3.66,57243.589743589735,197656.6261283565,194544.4444
52741,1084,3.4,3.65,56444.728979940264,236492.04450480032,224175.0
11576,301,6.5,3.66,56640.625,178359.74150133095,158476.7083
965,2624,6.8,4.45,65454.330921023065,303506.998207484,340505.1667
21573,3200,6.2,3.98,34957.951070336385,109644.35492769483,93108.33333
38300,4086,5.3,3.85,47399.32885906041,212377.48251225005,235270.8333
27376,10406,4.9,4.17,76456.31067961165,383737.1594916016,307891.7917
17973,2647,7.3,3.98,58744.24720578567,213148.521821361,214649.9167
5384,3550,7.8,4.45,42983.14489112228,133927.20527197194,119854.1667
51067,4070,5.6,3.65,48913.04347826087,123268.39875632098,102087.2917
25160,7020,8.9,3.98,82364.17657045841,348573.26794416667,280347.0
11033,7999,9.4,3.66,38089.13934426229,96560.23712579305,84595.83333
48218,5205,3.5,3.65,106841.29089301504,559115.9724364023,556310.4167
11386,6105,7.2,3.66,50143.67816091954,155325.93841321897,130572.9167
53020,5523,2.9,3.65,64341.8467583497,236654.72466089993,222258.25
14207,960,5.9,3.66,86114.14527580558,331674.1669983998,327783.75
7491,5513,11.7,4.45,43198.33852544133,252326.5488950476,306962.2917
49139,2766,6.6,3.65,47873.76048817697,157371.02549602056,137061.6667
52271,8883,4.5,3.65,48339.84375,140363.88275086886,129825.0
7596,9421,10.4,4.45,41387.27086465927,235604.53783624963,277154.1667
5738,3894,6.3,4.45,57602.556480380495,190522.9809767413,172159.125
39222,275,5.1,3.85,41064.84893146647,158952.59060940216,165350.0
34483,5094,5.6,4.17,60453.964194373395,486629.58847898385,665737.5
15837,2901,10.7,3.66,44608.05084745763,150087.2873105343,146879.125
48324,2137,3.3,3.65,104294.83837330552,682666.3901686006,611656.875
31100,7394,4.2,4.17,50462.10720887246,163436.83894739096,149266.6667
7448,9835,12.8,4.45,52960.70835639181,259994.786360682,260654.1667
13578,6613,6.5,3.66,108591.01516919488,559933.7310510752,509836.6667
54175,5070,5.1,3.65,71731.28944995491,273133.5690141622,260930.0
37671,2034,4.3,3.85,61473.988439306355,239459.31805974417,222811.6667
55793,4843,2.9,3.65,57860.20992366412,242667.2731650679,205392.1667
9382,4670,7.7,3.66,51466.181506849316,149690.44032915574,137229.1667
49586,1270,4.6,3.65,57947.01986754968,203742.60599606938,184900.0
54324,793,3.8,3.65,40254.35255712731,140374.62983097974,92243.70833
21009,3789,6.6,3.98,56396.25585023401,167615.56926958164,141172.9167
15570,761,11.6,3.66,69214.87603305785,347132.02366579993,349188.25
15788,10405,9.7,3.66,43838.028169014084,236968.60139219923,254070.8333
33431,4160,6.0,4.17,46659.48275862068,177517.70679383836,199275.0
28913,4931,7.0,4.17,46549.07975460122,186061.13112507114,174530.625
44031,8877,4.3,3.85,48757.30994152047,142939.04429827392,125170.8333
6985,3244,13.2,4.45,43793.95481071375,127776.21591083168,112945.8333
40906,1449,5.4,3.85,63533.1702011963,233529.47333179045,208825.0
18433,8449,8.2,3.98,53425.058548009365,152418.1413835686,138782.5
56630,3350,5.0,3.65,45038.910505836575,219585.13588621264,249408.3333
39577,4602,5.9,3.85,50435.00511770727,177477.36065749702,179925.7917
2151,644,9.5,4.45,52220.936666834335,180980.16216864783,178791.6667
39184,7075,6.9,3.85,63113.132911392415,265076.5772907383,268589.5833
49664,2411,4.9,3.65,48450.06702412869,188822.2968312919,187083.2222
40850,2948,5.1,3.85,56931.316950220535,175049.1950853988,133291.1667
48266,8437,3.9,3.65,78959.16334661354,294107.1324991758,290136.5833
6692,6301,4.9,4.45,54157.22295121078,191443.92602210466,191545.8333
37169,5205,3.9,3.85,106308.41121495329,552287.3900547968,545457.0833
32625,3074,4.3,4.17,55214.66565349544,152674.08952897284,139711.5
34606,1297,7.5,4.17,42641.25151883354,200378.75720044086,224678.5714
29601,4050,7.5,4.17,44229.82283464567,140516.4009131588,143787.5
50347,3403,4.3,3.65,58034.22370617696,256530.91261101677,248604.1667
40291,4880,5.2,3.85,47708.785249457695,133383.8095803602,130874.9583
28948,5193,5.9,4.17,69109.4249201278,322078.9807444218,364495.8333
25792,2782,8.0,4.17,52443.910256410265,239329.08956955513,259076.125
22252,3550,7.4,3.98,47995.9630911188,110683.65021480159,98970.83333
55715,8810,3.5,3.65,76628.664495114,464746.1617768721,542272.2222
40337,329,4.6,3.85,51745.63591022443,137019.6159978,132362.5
42207,1478,6.2,3.85,70712.76091081594,278371.75077349175,241714.5833
36929,8849,6.5,3.85,56757.7030812325,142683.37763430845,134445.8333
37182,4729,5.2,3.85,67109.31485758275,273913.8812375499,283117.4167
5933,4194,5.3,4.45,33876.292353362674,104398.59057250015,101270.8333
29328,725,8.0,4.17,41838.787553648064,149880.2156029801,127950.0
5813,7411,8.7,4.45,45406.50806134487,132721.53581175956,122589.5833
17892,1216,6.9,3.98,85690.63386944182,466298.2743715301,469835.3333
24737,2872,7.1,3.98,41060.961313012886,245474.1756076835,301662.5
19335,9677,8.6,3.98,35138.24884792627,128299.59209464835,129291.6667
43585,1647,4.8,3.85,43988.02211302211,143399.99595671968,133641.6667
12252,4829,8.2,3.66,80099.5575221239,239781.85345226555,211894.5833
54062,1326,4.2,3.65,66672.46175243394,225789.48696007588,215949.0833
42369,6637,6.5,3.85,69153.99239543726,164313.16540312473,133622.9167
9114,1478,7.0,3.66,48269.02748414376,109568.26064478884,90441.625
3816,1623,9.5,4.45,34646.70922298041,139695.90734977814,115137.25
25223,7265,6.1,4.17,63929.618768328444,275775.0213542779,297141.6667
25260,2217,4.7,4.17,49615.857406269206,202294.0973679434,213079.1667
25957,8016,7.3,4.17,62985.21256931607,185020.87710227325,153550.0
36923,6215,6.5,3.85,57724.35897435898,145355.8127311115,125141.6667
57288,1979,4.5,3.65,82968.67230233715,602109.5903063228,632585.5417
27701,7933,7.5,4.17,54346.758349705306,165642.5200754723,156252.9167
15830,3128,10.7,3.66,57798.44644317253,215079.74745304373,200612.5
48044,5863,4.9,3.65,75164.93873704053,362892.1030344414,365074.0417
35773,3209,7.1,3.85,42153.599605522686,210700.5990577747,270979.1667
34854,2495,5.9,4.17,61665.13480392157,301460.53620836156,341520.8333
51587,5871,3.4,3.65,105333.69803063456,499709.8276046024,484962.4167
28652,5225,6.2,4.17,58310.58951965065,200496.54309969032,188483.3333
4805,6059,7.5,4.45,55664.56435412287,190196.2643214515,166479.1667
44818,1244,6.6,3.85,34350.66422354558,368347.4532149619,474546.6667
2563,1226,9.3,4.45,66198.9272524767,263377.0782942922,243875.0
38740,4044,5.1,3.85,49469.696969696975,215013.3637913944,216300.0
54913,6964,4.7,3.65,57080.0,204478.34957655205,192587.5
34201,3008,8.3,4.17,49414.0625,442180.6999606791,523408.2917
15045,7182,7.3,3.66,104707.44680851065,653249.6320406252,623312.5
40894,4921,6.8,3.85,75304.87804878049,271024.4934583563,224295.8333
25820,8321,8.3,4.17,70676.52329749103,293244.5900758895,264866.6667
6271,2144,7.8,4.45,76296.1749529036,217127.9876423744,190850.6667
38360,2455,5.7,3.85,44262.15277777778,132434.0661392966,136749.0417
54103,6514,4.2,3.65,68321.29963898916,265382.2152926819,200645.375
45836,897,4.3,3.85,50040.248390064415,218928.38399862155,245155.5833
47780,5564,5.8,3.65,51485.148514851484,133529.44993837655,85912.5
52059,5787,5.8,3.65,53146.25850340137,155817.12810400024,141050.0
46633,9240,5.5,3.65,91023.03523035233,426183.96848251775,384265.2083
1440,3012,5.8,4.45,93668.35060171182,432535.84815499943,431837.5
49937,4044,4.8,3.65,50998.52071005917,246264.17191629144,249483.3333
6485,6509,6.4,4.45,89957.03764320788,337278.7590579853,326477.0833
29371,9718,6.3,4.17,62922.93233082707,208470.70802370846,177250.0
16863,6724,9.4,3.98,35036.76470588235,124667.42148387329,120947.125
29850,710,6.7,4.17,44833.815028901736,156500.95713759615,157326.0417
33459,7325,7.3,4.17,53076.171875,166960.3944188258,168587.5
15432,1394,9.1,3.66,33431.31188118812,194057.9455091,204437.5
46562,7108,5.1,3.65,75043.85964912281,314324.16570089647,311225.0
46398,8931,2.3,3.65,48687.664041994736,173254.40775269218,163708.1667
14126,332,4.8,3.66,50098.95833333334,142801.32061059983,136617.5417
27269,4817,4.2,4.17,114471.44075021312,847674.2897052028,934822.9167
20919,2220,7.0,3.98,75650.0626566416,252657.68375994553,230469.25
47658,3101,4.3,3.65,96329.42628007404,452168.0907281968,303133.3333
47233,109,5.3,3.65,63683.36025848143,815652.9252200006,1091712.5
52460,8339,5.2,3.65,70295.45454545454,288615.5001619606,299621.6667
21024,177,7.2,3.98,65357.609405617244,210962.3916933901,196294.6667
590,8909,8.6,4.45,94722.3366989491,763261.1651034007,909779.125
52423,2343,5.4,3.65,50137.26835964309,146453.94128827003,123516.6667
23809,5928,4.2,3.98,50217.627856365616,192846.3882339783,223973.3333
5591,2653,12.6,4.45,51385.56469708302,177991.49459212995,143429.1667
29970,7542,8.8,4.17,42343.75,120661.9680924483,115733.3333
11534,740,10.4,3.66,62047.28370221327,196646.23765152326,191033.3333
39918,3736,4.0,3.85,98989.27392739273,695851.0488611123,732738.4583
56129,2121,3.2,3.65,49635.41666666666,171427.82077751288,169783.25
43671,4611,4.6,3.85,91656.97674418603,663210.8220760023,696032.9167
27434,317,5.1,4.17,37295.939723733776,127111.99475730535,124645.8333
49537,10109,4.1,3.65,68387.68115942029,345564.3659767978,413974.9583
40874,3428,5.1,3.85,32762.02440775305,82993.9012866396,69318.70833
9258,9658,10.1,3.66,49481.86528497409,221590.41382677414,225575.0
15052,4248,7.3,3.66,75800.59777967549,243335.76436543916,243736.25
9864,7817,8.8,3.66,32187.5,102104.12085541988,103841.6667
11656,7390,9.5,3.66,36989.182692307695,181907.5904545017,195916.6667
13898,5104,9.7,3.66,47030.14184397163,146160.796411341,142054.1667
6902,5575,18.5,4.45,43210.68548387097,208433.05012840376,211818.0
24516,3990,6.6,3.98,88666.81071737251,625480.0281208025,598741.6667
40153,5632,5.9,3.85,51235.11904761905,179423.58499484876,168108.3333
49007,2574,4.7,3.65,55457.122608079386,190983.47136617557,186771.6667
42821,5370,4.8,3.85,72407.70901194356,263422.92898855393,218804.1667
40514,1222,4.3,3.85,71795.66948730712,295861.77633808367,226324.9167
27477,5480,6.4,4.17,40017.44765702891,158552.35666494744,178537.5
39580,595,5.9,3.85,32994.186046511626,96461.45569847811,73700.0
15677,688,7.9,3.66,78336.29893238434,624764.3803275304,660977.0833
47712,8978,5.2,3.65,59397.810218978106,148176.67557200004,127291.6667
19470,8124,6.4,3.98,79529.81651376147,352848.7178416056,358395.8333
19897,6491,7.7,3.98,31581.352833638022,72345.72191501997,58514.5
9518,274,5.2,3.66,85173.05107526881,479517.11366599955,482841.625
5273,8051,9.3,4.45,81673.21779524746,259670.05834993103,245886.6667
54291,6113,4.9,3.65,46066.17647058825,159159.80703450018,143504.1667
57644,130,4.2,3.65,97665.43500167954,680121.0108552029,569336.0417
36233,8194,4.5,3.85,99542.4292845258,646517.051205615,693034.5
19570,188,6.8,3.98,38134.152719665275,198617.61072434008,241687.5
12269,6440,7.4,3.66,54946.99646643111,195054.2195399065,191358.3333
14729,4809,8.5,3.66,50923.423423423425,194022.30247644245,212806.6667
36889,7674,4.3,3.85,46123.693379790944,159781.4304846613,168181.25
36898,8577,5.3,3.85,47230.84886128365,152350.16630392487,134900.0
25660,5218,7.2,4.17,78891.9878296146,302554.6366243431,266437.5
35156,2007,7.0,4.17,50614.38106796116,183800.27804402565,190975.0
14639,5228,6.7,3.66,46369.23901393356,133356.87466458953,124487.6667
53169,10482,6.2,3.65,54666.66666666666,270798.900913798,260845.8333
17277,7106,8.2,3.98,41304.34782608696,149884.6361972477,138925.0
37822,7770,7.4,3.85,40152.370203160266,92232.97362967925,86837.5
27652,2471,7.2,4.17,46690.0,134331.96594318887,132045.8333
45052,4680,5.2,3.85,92764.33691756273,713609.481022002,782189.6667
45883,4353,4.3,3.85,75690.11576135353,371167.3388146045,414860.4167
16137,9108,7.2,3.98,71202.15311004785,323745.9397920461,314630.0
9867,5433,8.8,3.66,33297.54601226994,102419.86676433998,111275.0
35388,8082,6.1,3.85,75428.22185970636,407559.1721267858,442786.4167
49929,6867,4.6,3.65,54081.63265306123,294794.58607029985,317405.4167
270,6894,7.3,4.45,44454.76398601398,210163.30893947504,247495.0
40435,4011,4.4,3.85,67054.26356589148,210462.6627345297,175155.2083
48030,2465,5.3,3.65,63538.70233352305,350534.92156048934,288487.0833
5618,2653,5.7,4.45,63390.0460159845,239838.54251491037,205225.0
9792,774,7.8,3.66,67633.50661625709,333973.53587407805,332327.2917
9625,8336,6.1,3.66,54716.02434077079,219874.6708519778,246239.5833
32650,9147,6.8,4.17,49795.08196721312,248556.66840281698,250495.8333
17709,4845,5.9,3.98,68610.57225994182,291948.1119220927,302237.5
51503,3806,5.4,3.65,63458.149779735686,214982.1830578416,172099.5
24467,1443,9.9,3.98,43427.91911285062,177480.61119971555,181670.8333
21400,5718,4.8,3.98,62984.72385428907,211915.18921134956,188687.5
18232,7832,7.5,3.98,73389.83050847457,337611.64924877696,319304.1667
54098,1252,4.2,3.65,88610.42183622828,433703.10880199954,364431.8182
56383,2474,18.9,3.65,54399.141630901286,216095.8262720012,189376.6667
3893,6015,11.5,4.45,42283.81374722838,172756.3517652858,172820.0
20753,1631,7.0,3.98,76061.18266978922,233261.69378797192,191191.6667
38920,9677,7.0,3.85,36111.11111111112,117302.16238343153,123625.0
56542,2323,7.1,3.65,63819.141193595344,258164.1704091015,241326.6667
37853,3343,5.6,3.85,72801.55642023346,269676.87616992084,232725.0
27576,9012,4.9,4.17,61646.98162729659,244190.23461817973,253268.75
